title,price,location,society,bedrooms,bathrooms,size,rating,url,contact_info,description,listing_date,source_file
Edan Executive Beautiful House,PKR 1.65 Crore,"Eden Executive, Eden Gardens",Eden Gardens,3,4,4 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_edan_executive_beautiful_house-52842485-10765-1.html,"Phone Available, WhatsApp Available, Email Available",Edan Executive Beautiful House Bran,Added: 4 weeks ago,house-106.html
05 Marla Brand New Park Facing House,PKR 1.65 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,3,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_05_marla_brand_new_park_facing_house-52934117-11230-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Brand New House For Sale,Added: 1 month ago,house-1060.html
"East Open, Corner House, At Phase 1, On Prime Location Is Available For Sale.",PKR 2.3 Crore,"Four Season Housing, Faisalabad",Faisalabad,4,4,4.4 Marla,N/A,https://www.zameen.com/Property/faisalabad_four_season_housing_east_open_corner_house_at_phase_1_on_prime_location_is_available_for_sale-52485798-4945-1.html,"Phone Available, Email Available","Four Season Housing Phase 1
 
Conta",Added: 4 months ago,house-1061.html
Kanal House Grey Structure,PKR 5.5 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,5,6,1 Kanal,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_kanal_house_grey_structure-52548182-11230-1.html,"Phone Available, WhatsApp Available, Email Available","In the long run, a property of PKR",Added: 1 month ago,house-1062.html
21 Marla Grey Structure Double Story,PKR 7 Crore,"Canal Road, Faisalabad",Faisalabad,5,6,1 Kanal,Titanium,https://www.zameen.com/Property/faisalabad_canal_road_21_marla_grey_structure_double_story-53058813-1140-1.html,"Phone Available, WhatsApp Available, Email Available","21 Marla Grey STRUCTURE 
 DOUBLE St",Added: 3 weeks ago,house-1063.html
"House For Sale Prime Location In Lasani Town, Faisalabad",PKR 1.9 Crore,"Lasani Town, Faisalabad",Faisalabad,3,3,7 Marla,N/A,https://www.zameen.com/Property/faisalabad_lasani_town_house_for_sale_prime_location_in_lasani_town_faisalabad-53046292-420-1.html,"Phone Available, WhatsApp Available, Email Available",House for Sale Prime Location in La,Added: 3 weeks ago,house-1064.html
10 Marla Brand New Designer House Available For Sale In Tech Town Near Abdullah Garden,PKR 4.15 Crore,"Tech Town Canal Road, Canal Road",Canal Road,4,5,10 Marla,N/A,https://www.zameen.com/Property/canal_road_tech_town_canal_road_10_marla_brand_new_designer_house_available_for_sale_in_tech_town_near_abdullah_garden-52946320-13586-1.html,"Phone Available, WhatsApp Available, Email Available",Very Beautiful House 150 Meters Awa,Added: 3 weeks ago,house-1065.html
5 Marla House For Sale In WAPDA CITY (L Block) Faisalabad,PKR 1.3 Crore,"Wapda City, Faisalabad",Faisalabad,4,6,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_wapda_city_5_marla_house_for_sale_in_wapda_city_l_block_faisalabad-52450531-501-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla House GRAY STRUCTURE availa,Added: 4 weeks ago,house-1066.html
A Prime Location House Of 5 Marla In Faisalabad,PKR 1.25 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,3,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_a_prime_location_house_of_5_marla_in_faisalabad-52854320-11230-1.html,"Phone Available, WhatsApp Available, Email Available",This House is the ideal property at,Added: 4 weeks ago,house-1067.html
5 Marla Facing Park New House For Sale,PKR 1.7 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,3,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_5_marla_facing_park_new_house_for_sale-52970359-11230-1.html,"Phone Available, WhatsApp Available, Email Available","Properties, right now, are at the b",Added: 4 weeks ago,house-1068.html
"""Gulistan Colony Main Investor Rate Par Shandar Ghar Available"" ""Best Location, Neat &Amp; Clean House Serious Buyers Contact""",PKR 1 Crore,"Gulistan Colony No 1, Faisalabad",Faisalabad,4,4,4 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulistan_colony_no_1_gulistan_colony_main_investor_rate_par_shandar_ghar_available_best_location_neat_amp_clean_house_serious_buyers_contact-52998461-1073-1.html,"Phone Available, WhatsApp Available, Email Available","""Ek Wonderful Triple Storey Ghar, P",Added: 1 month ago,house-1069.html
Find Your Ideal House In Green Town Under Rs. 12500000,PKR 1.25 Crore,"Green Town, Faisalabad",Faisalabad,N/A,N/A,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_green_town_find_your_ideal_house_in_green_town_under_rs_12500000-52999165-1388-1.html,"Phone Available, WhatsApp Available, Email Available",A property in coveted Green Town is,Added: 3 weeks ago,house-107.html
5 Marla Brand New House Available For Sale Citi Housing Sammundari Road Faisalabad,PKR 1.3 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,3,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_5_marla_brand_new_house_available_for_sale_citi_housing_sammundari_road_faisalabad-52835106-11230-1.html,"Phone Available, WhatsApp Available, Email Available",5 marla brand new house for sale ea,Added: 1 month ago,house-1070.html
7 Marla Double Storey House Available For Sale In Woodbury Home Phase 2 Lasani Puli Sargodha Road,PKR 2.1 Crore,"Woodbury Homes II, Mian Zulfiqar Ali Shahid Road",Mian Zulfiqar Ali Shahid Road,4,5,7 Marla,N/A,https://www.zameen.com/Property/mian_zulfiqar_ali_shahid_road_woodbury_homes_ii_7_marla_double_storey_house_available_for_sale_in_woodbury_home_phase_2_lasani_puli_sargodha_road-52604483-13748-1.html,"Phone Available, WhatsApp Available, Email Available",7 Marla double story house for sale,Added: 1 month ago,house-1071.html
4 Marla Brand New 2.5 Storey House Available For Sale In Muslim Town 1 Sargodha Road,PKR 1.5 Crore,"Muslim Town, Faisalabad",Faisalabad,6,7,4 Marla,N/A,https://www.zameen.com/Property/faisalabad_muslim_town_4_marla_brand_new_2_5_storey_house_available_for_sale_in_muslim_town_1_sargodha_road-52604501-1156-1.html,"Phone Available, WhatsApp Available, Email Available",4Marla brand new 2.5 story house fo,Added: 1 month ago,house-1072.html
Double Storey Home,PKR 45 Lakh,"Madina Town, Faisalabad",Faisalabad,2,2,2 Marla,N/A,https://www.zameen.com/Property/faisalabad_madina_town_double_storey_home-52948180-533-1.html,"Phone Available, WhatsApp Available, Email Available",Your dream property is available fo,Added: 1 month ago,house-1073.html
House In Wapda City For Sale,PKR 3.2 Crore,"Wapda City, Faisalabad",Faisalabad,4,5,10 Marla,Titanium,https://www.zameen.com/Property/faisalabad_wapda_city_house_in_wapda_city_for_sale-52831881-501-1.html,"Phone Available, WhatsApp Available, Email Available",You can buy your 10 Marla unit and,Added: 2 months ago,house-1074.html
10 Marla Double Storey House For Sale Al Najaf Colony Jaranwala Road Faisalabad,PKR 3.5 Crore,"Al Najaf Colony, Faisalabad",Faisalabad,5,6,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_al_najaf_colony_10_marla_double_storey_house_for_sale_al_najaf_colony_jaranwala_road_faisalabad-52229314-4902-1.html,"Phone Available, WhatsApp Available, Email Available",Al Najaf Colony Jaranwala Road Near,Added: 5 months ago,house-1075.html
7 Marla Extra Ordinary Beatifull House For Sale In Eden Excutive With 4 Beds 5 Washrooms,PKR 3.8 Crore,"Eden Executive, Eden Gardens",Eden Gardens,4,5,7 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_7_marla_extra_ordinary_beatifull_house_for_sale_in_eden_excutive_with_4_beds_5_washrooms-52946509-10765-1.html,"Phone Available, WhatsApp Available, Email Available",A price of PKR Rs. 38000000 is a re,Added: 2 weeks ago,house-1076.html
Brand New House,PKR 85 Lakh,"Kareem City, Faisalabad",Faisalabad,2,2,2 Marla,N/A,https://www.zameen.com/Property/faisalabad_kareem_city_brand_new_house-53030748-9452-1.html,"Phone Available, Email Available","Double story 
 Double kitchen 
 Tv",Added: 2 weeks ago,house-1077.html
Get In Touch Now To Buy A House In Lasani Town Lasani Town,PKR 5 Crore,"Lasani Town, Faisalabad",Faisalabad,6,6,11 Marla,N/A,https://www.zameen.com/Property/faisalabad_lasani_town_get_in_touch_now_to_buy_a_house_in_lasani_town_lasani_town-53072933-420-1.html,"Phone Available, WhatsApp Available, Email Available",Your search for property priced at,Added: 2 weeks ago,house-1078.html
Beautiful Home Waiting For You,PKR 1.45 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,3,3,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_beautiful_home_waiting_for_you-53072929-11230-1.html,"Phone Available, WhatsApp Available, Email Available",This 5 Marla House on offer will me,Added: 2 weeks ago,house-1079.html
Good Location House For Sale In Gulbahar Colony,PKR 3.3 Crore,"Gulbahar Colony, Faisalabad",Faisalabad,5,4,8 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulbahar_colony_good_location_house_for_sale_in_gulbahar_colony-52825338-4948-1.html,"Phone Available, WhatsApp Available, Email Available",Supreme Location Just 30 Meters Fro,Added: 3 weeks ago,house-108.html
Property For Sale In Citi Housing - Phase 1 Faisalabad Is Available Under Rs. 16000000/-,PKR 1.6 Crore,"Citi Housing Sargodha Road, Citi Housing",Citi Housing,3,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_sargodha_road_property_for_sale_in_citi_housing_-_phase_1_faisalabad_is_available_under_rs_16000000_--53072931-11229-1.html,"Phone Available, WhatsApp Available, Email Available",It is expected that houses in Citi,Added: 2 weeks ago,house-1080.html
Property For Sale In Citi Housing - Phase 1 Faisalabad Is Available Under Rs. 16000000,PKR 1.6 Crore,"Citi Housing Sargodha Road, Citi Housing",Citi Housing,3,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_sargodha_road_property_for_sale_in_citi_housing_-_phase_1_faisalabad_is_available_under_rs_16000000-53072928-11229-1.html,"Phone Available, WhatsApp Available, Email Available",It is expected that houses in Citi,Added: 2 weeks ago,house-1081.html
5 Marla House Ready For Sale,PKR 1.7 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,3,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_5_marla_house_ready_for_sale-53072926-11230-1.html,"Phone Available, WhatsApp Available, Email Available",Beautifully Constructed House Avail,Added: 2 weeks ago,house-1082.html
Golden Opportunity 6.55 Marla Double Story 8 Room House Main Canal Road 30 Second Walking Distance 2nd Building From Main Canal Road,PKR 2.15 Crore,"Abdullahpur, Faisalabad",Faisalabad,10,4,6 Marla,N/A,https://www.zameen.com/Property/faisalabad_abdullahpur_golden_opportunity_6_55_marla_double_story_8_room_house_main_canal_road_30_second_walking_distance_2nd_building_from_main_canal_road-53067602-4892-1.html,"Phone Available, WhatsApp Available, Email Available",Golden Opportunity 6.55 Marla Doubl,Added: 2 weeks ago,house-1083.html
Fully Furnished Apartment Available For Sale At Lower Canal Road On Easy Installment,PKR 94 Lakh,"Green Orchard - Block B, Green Orchard",Green Orchard,2,2,3.5 Marla,N/A,https://www.zameen.com/Property/green_orchard_green_orchard_-_block_b_fully_furnished_apartment_available_for_sale_at_lower_canal_road_on_easy_installment-52975385-19743-1.html,"Phone Available, WhatsApp Available, Email Available",Fully furnished Apartment available,Added: 3 weeks ago,house-1084.html
5 Marla Brand New Lavish House Available For Sale In Different Main Samundari Road Faisalabad,PKR 2.6 Crore,"Oasis Orchard, Samundari Road",Samundari Road,4,5,5 Marla,Titanium,https://www.zameen.com/Property/samundari_road_oasis_orchard_5_marla_brand_new_lavish_house_available_for_sale_in_different_main_samundari_road_faisalabad-53022681-17896-1.html,"Phone Available, WhatsApp Available, Email Available","""Sitara Gold City"" Fish Form Satian",Added: 3 weeks ago,house-1085.html
7 Marla Spanish Style Brand New House For Sale In Sitara Gold Satiana Road Faisalabad,PKR 3.5 Crore,"Sitara Gold City, Satiana Road",Satiana Road,4,5,7 Marla,Titanium,https://www.zameen.com/Property/satiana_road_sitara_gold_city_7_marla_spanish_style_brand_new_house_for_sale_in_sitara_gold_satiana_road_faisalabad-53022677-10822-1.html,"Phone Available, WhatsApp Available, Email Available","""Sitara Gold City"" Fish Form Satian",Added: 3 weeks ago,house-1086.html
5 Marla Lavish House For Sale In Green Valley And Four Season Road Faisalabad,PKR 2.5 Crore,"Samundari Road, Faisalabad",Faisalabad,4,5,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_samundari_road_5_marla_lavish_house_for_sale_in_green_valley_and_four_season_road_faisalabad-53022679-1080-1.html,"Phone Available, WhatsApp Available, Email Available","""four Season Samundari Road, Faisal",Added: 3 weeks ago,house-1087.html
5 Marla Brand New Lavish House Available For Sale Main Samundari Road,PKR 1.5 Crore,"Samundari Road, Faisalabad",Faisalabad,4,4,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_samundari_road_5_marla_brand_new_lavish_house_available_for_sale_main_samundari_road-53022701-1080-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla House For Sale Different So,Added: 3 weeks ago,house-1088.html
5 Marla Brand New Lavish House Available For Sale,PKR 2.6 Crore,"Oasis Orchard, Samundari Road",Samundari Road,4,5,5 Marla,Titanium,https://www.zameen.com/Property/samundari_road_oasis_orchard_5_marla_brand_new_lavish_house_available_for_sale-53022705-17896-1.html,"Phone Available, WhatsApp Available, Email Available","""Sitara Gold City"" Fish Form Satian",Added: 3 weeks ago,house-1089.html
Brand New Spanish House D Block 273,PKR 3.15 Crore,"Citi Housing Sargodha Road - Block D, Citi Housing Sargodha Road",Citi Housing Sargodha Road,5,5,10 Marla,N/A,https://www.zameen.com/Property/citi_housing_sargodha_road_citi_housing_sargodha_road_-_block_d_brand_new_spanish_house_d_block_273-53046352-18976-1.html,"Phone Available, WhatsApp Available, Email Available","""Move-in Ready Spanish-Style House",Added: 2 weeks ago,house-109.html
20 Marla Lavish Beautiful Slightly Used House,PKR 9.5 Crore,"Saeed Colony, Faisalabad",Faisalabad,5,6,1 Kanal,Titanium,https://www.zameen.com/Property/faisalabad_saeed_colony_20_marla_lavish_beautiful_slightly_used_house-53041236-582-1.html,"Phone Available, WhatsApp Available, Email Available","prime location,near main canal",Added: 3 weeks ago,house-1090.html
20 MARLA HOUSE FOR SALE IN WAPDA CITY FAISALABAD.,PKR 7.5 Crore,"Wapda City, Faisalabad",Faisalabad,7,7,1 Kanal,N/A,https://www.zameen.com/Property/faisalabad_wapda_city_20_marla_house_for_sale_in_wapda_city_faisalabad-52851209-501-1.html,"Phone Available, WhatsApp Available, Email Available",An Amazing 20 Marla Brand New House,Added: 3 weeks ago,house-1091.html
20 MARLA HOUSE FOR SALE IN WAPDA CITY FAISALABAD.,PKR 7.5 Crore,"Wapda City, Faisalabad",Faisalabad,7,7,1 Kanal,N/A,https://www.zameen.com/Property/faisalabad_wapda_city_20_marla_house_for_sale_in_wapda_city_faisalabad-52822013-501-1.html,"Phone Available, WhatsApp Available, Email Available",An Amazing 20 Marla brand new house,Added: 3 weeks ago,house-1092.html
Ready To sale A House 5 Marla In Wapda City - Block L Faisalabad,PKR 1.75 Crore,"Wapda City - Block L, Wapda City",Wapda City,N/A,N/A,5 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_l_ready_to_sale_a_house_5_marla_in_wapda_city_-_block_l_faisalabad-52876300-5076-1.html,"Phone Available, WhatsApp Available, Email Available",Purchase your property today to sec,Added: 3 weeks ago,house-1093.html
This Is Your Chance To Buy House In Wapda City - Block K,PKR 3.5 Crore,"Wapda City - Block K, Wapda City",Wapda City,N/A,N/A,10 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_k_this_is_your_chance_to_buy_house_in_wapda_city_-_block_k-52876301-5075-1.html,"Phone Available, WhatsApp Available, Email Available",Grab the opportunity to own your ow,Added: 3 weeks ago,house-1094.html
Ideally Located House For Sale In Wapda City - Block M Available,PKR 4.15 Crore,"Wapda City - Block M, Wapda City",Wapda City,N/A,N/A,10 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_m_ideally_located_house_for_sale_in_wapda_city_-_block_m_available-52876302-5077-1.html,"Phone Available, WhatsApp Available, Email Available",This property is at the top of our,Added: 3 weeks ago,house-1095.html
10 Marla House available for sale in Wapda City - Block A if you hurry,PKR 2.7 Crore,"Wapda City - Block A, Wapda City",Wapda City,N/A,N/A,10 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_a_10_marla_house_available_for_sale_in_wapda_city_-_block_a_if_you_hurry-52876304-5066-1.html,"Phone Available, WhatsApp Available, Email Available",Investing in a House in Wapda City,Added: 3 weeks ago,house-1096.html
Sale A House In Faisalabad Prime Location,PKR 3.1 Crore,"Citi Housing Sargodha Road, Citi Housing",Citi Housing,N/A,N/A,10 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_sargodha_road_sale_a_house_in_faisalabad_prime_location-52830986-11229-1.html,"Phone Available, WhatsApp Available, Email Available",The House is surrounded by all kind,Added: 3 weeks ago,house-1097.html
